"委員会","","ふりがな"
"エレベーター等対策特別委員会","04_特別","えれべーたーなどたいさくとくべついいんかい"
"交通・環境対策特別委員会","04_特別","こうつう・かんきょうたいさくとくべついいんかい"
"まちづくり・子育て等対策特別委員会","04_特別","まちづくり・こそだてなどたいさくとくべついいんかい"
"自治権・地方分権対策特別委員会","04_特別","じちけん・ちほうぶんけんたいさくとくべついいんかい"
"本大震災についての説明会","05_その他","ほんたいしんさいについてのせつめいかい"
"東京オリンピック・パラリンピック対策特別委員会","04_特別","とうきょうおりんぴっく・ぱらりんぴっくたいさくとくべついいんかい"
"交通・環境等対策特別委員会","04_特別","こうつう・かんきょうなどたいさくとくべついいんかい"
"防衛庁跡地等調査特別委員会","04_特別","ぼうえいちょうあとちなどちょうさとくべついいんかい"
"自治権拡充対策特別委員会","04_特別","じちけんかくじゅうたいさくとくべついいんかい"
"決算特別委員会","02_予算/決算","けっさんとくべついいんかい"
"汐留地区対策特別委員会","04_特別","しおどめちくたいさくとくべついいんかい"
"エレベーター事故対策特別委員会","04_特別","えれべーたーじこたいさくとくべついいんかい"
"文教常任委員会","03_常任","ぶんきょうじょうにんいいんかい"
"行財政等対策特別委員会","04_特別","ぎょうざいせいなどたいさくとくべついいんかい"
"芝浦・港南等地域対策特別委員会","04_特別","しばうら・こうなんなどちいきたいさくとくべついいんかい"
"東京2020大会レガシー特別委員会","04_特別","とうきょう2020たいかいれがしーとくべついいんかい"
"定例会","05_その他","ていれいかい"
"臨時会","05_その他","りんじかい"
"懲罰特別委員会","04_特別","ちょうばつとくべついいんかい"
"浜松町二丁目用地対策特別委員会","04_特別","はままつちょうにちょうめようちたいさくとくべついいんかい"
"エレベーター等安全対策・新型コロナウイルス感染症対策特別委員会","04_特別","えれべーたーなどあんぜんたいさく・しんがたころなういるすかんせんしょうたいさくとくべついいんかい"
"財政・区役所改革等対策特別委員会","04_特別","ざいせい・くやくしょかいかくなどたいさくとくべついいんかい"
"財政等対策特別委員会","04_特別","ざいせいなどたいさくとくべついいんかい"
"保健福祉常任委員会","03_常任","ほけんふくしじょうにんいいんかい"
"防災対策特別委員会","04_特別","ぼうさいたいさくとくべついいんかい"
"総務常任委員会","03_常任","そうむじょうにんいいんかい"
"区民厚生常任委員会","03_常任","くみんこうせいじょうにんいいんかい"
"国公有地・住宅等対策特別委員会","04_特別","こっこうありち・じゅうたくなどたいさくとくべついいんかい"
"建設常任委員会","03_常任","けんせつじょうにんいいんかい"
"まちづくり・子育て・高齢者等対策特別委員会","04_特別","まちづくり・こそだて・こうれいしゃなどたいさくとくべついいんかい"
"エレベーター事故等対策特別委員会","04_特別","えれべーたーじこなどたいさくとくべついいんかい"
"区民文教常任委員会","03_常任","くみんぶんきょうじょうにんいいんかい"
"予算特別委員会","02_予算/決算","よさんとくべついいんかい"
"エレベーター等安全対策特別委員会","04_特別","えれべーたーなどあんぜんたいさくとくべついいんかい"
"議会運営委員会","03_常任","ぎかいうんえいいいんかい"
"防災・エレベーター等対策特別委員会","04_特別","ぼうさい・えれべーたーなどたいさくとくべついいんかい"
